x, y, label169.5,1411.5,0
170.5,1411.5,0
170.5,1410.5,0
178.5,1343.5,1
178.5,1344.5,1
178.5,1345.5,1
178.5,1346.5,1
177.5,1346.5,1
177.5,1347.5,1
178.5,1347.5,1
367.5,1262.5,2
368.5,1262.5,2
369.5,1262.5,2
369.5,1261.5,2
370.5,1261.5,2
371.5,1261.5,2
495.5,1216.5,3
496.5,1216.5,3
496.5,1217.5,3
497.5,1217.5,3
498.5,1217.5,3
499.5,1217.5,3
499.5,1216.5,3
500.5,1216.5,3
539.5,1045.5,4
540.5,1045.5,4
541.5,1045.5,4
541.5,1044.5,4
541.5,1043.5,5
541.5,1044.5,5
541.5,1043.5,6
542.5,1043.5,6
543.5,1043.5,6
543.5,1042.5,6
557.5,1371.5,7
557.5,1372.5,7
558.5,1372.5,7
558.5,1373.5,7
586.5,1023.5,8
587.5,1023.5,8
587.5,1022.5,8
588.5,1022.5,8
589.5,1022.5,8
589.5,1022.5,9
590.5,1022.5,9
590.5,1021.5,9
591.5,1021.5,9
592.5,1021.5,9
592.5,1020.5,9
593.5,1020.5,9
593.5,1019.5,9
594.5,1019.5,9
594.5,1020.5,9
595.5,1020.5,9
596.5,1020.5,9
596.5,1019.5,9
596.5,1019.5,10
596.5,1018.5,10
597.5,1018.5,10
597.5,1017.5,10
598.5,1017.5,10
598.5,1016.5,10
599.5,1016.5,10
631.5,870.5,11
632.5,870.5,11
632.5,869.5,11
633.5,869.5,11
634.5,869.5,11
634.5,870.5,11
635.5,870.5,11
635.5,869.5,11
636.5,869.5,11
636.5,869.5,12
637.5,869.5,12
638.5,869.5,12
638.5,868.5,12
639.5,868.5,12
640.5,868.5,12
641.5,868.5,12
641.5,867.5,12
642.5,867.5,12
643.5,867.5,12
644.5,867.5,12
644.5,866.5,12
645.5,866.5,12
645.5,865.5,12
645.5,864.5,12
646.5,864.5,12
647.5,864.5,12
647.5,863.5,12
648.5,863.5,12
649.5,863.5,12
650.5,863.5,12
637.5,947.5,13
637.5,948.5,13
637.5,949.5,13
637.5,947.5,14
638.5,947.5,14
638.5,946.5,14
639.5,946.5,14
640.5,946.5,14
641.5,946.5,14
641.5,945.5,14
642.5,945.5,14
642.5,944.5,14
643.5,944.5,14
643.5,943.5,14
644.5,943.5,14
645.5,943.5,14
646.5,943.5,14
646.5,942.5,14
647.5,942.5,14
647.5,941.5,14
648.5,941.5,14
648.5,942.5,14
649.5,942.5,14
649.5,941.5,14
650.5,941.5,14
650.5,940.5,14
651.5,940.5,14
652.5,940.5,14
653.5,940.5,14
654.5,940.5,14
655.5,940.5,14
656.5,940.5,14
656.5,939.5,14
645.5,890.5,15
646.5,890.5,15
647.5,890.5,15
648.5,890.5,15
648.5,889.5,15
649.5,889.5,15
650.5,889.5,15
650.5,888.5,15
651.5,888.5,15
